2012,10401729,3,3,0,0,0,1,2001,0,1,1,2,0,4,0,12,12
2012,10542817,1,1,0,0,2,0,2006,0,1,0,8,0,12,0,12,12
2013,11261900,3,3,0,0,6,1,1998,0,1,1,4,9,15,0,12,12
2012,10645932,12,1,8,0,6,0,2008,0,1,0,8,0,5,0,12,12
2012,10496189,3,3,0,0,1,1,2007,0,1,1,9,9,11,0,12,12
2012,10484274,3,3,0,0,3,1,2007,0,1,1,4,0,-1,0,0,12
2012,10259422,3,3,0,0,2,1,2011,0,1,1,4,0,12,0,12,12
2012,10382779,0,8,0,0,2,1,1999,0,1,10,1,0,12,0,12,12
2013,11407715,0,8,0,0,0,1,2003,0,1,10,1,0,12,0,12,12
2012,10477496,3,3,0,0,1,1,2009,0,1,1,4,0,-1,0,0,0
2013,11494418,10,5,2,0,3,1,2005,0,1,10,1,0,12,0,12,12
2012,10765137,10,5,4,0,1,1,1998,0,1,10,1,0,2,9,18,6
2013,11280664,13,8,0,0,2,1,2008,0,1,10,1,0,12,0,12,12
2013,11484304,11,8,9,0,2,1,1999,0,1,10,1,0,16,0,14,0
2012,10266563,14,14,0,0,3,1,2006,0,1,1,4,0,5,0,12,12
2012,10441578,10,5,3,0,0,1,2005,0,1,10,1,0,14,0,20,12
2012,10221021,9,5,3,0,0,1,1976,0,1,12,8,0,5,0,12,12
2012,10067868,9,10,10,0,2,1,2005,0,1,0,7,0,2,0,12,12
2012,10697194,3,3,0,0,-1,1,2003,0,1,1,8,0,0,0,0,0
2013,11410642,15,1,6,0,3,0,1999,0,0,0,8,0,12,0,12,12
2013,11179028,15,8,0,0,3,1,2004,0,3,10,1,0,1,3,15,0
2012,10494635,3,3,0,0,4,1,1995,0,1,1,9,0,18,0,12,0
2012,10474128,16,4,2,0,3,1,2011,0,1,10,1,0,12,0,12,12
2013,11569209,3,3,0,0,1,1,1992,0,1,1,3,9,18,0,12,0
2013,11735249,15,8,1,0,3,1,2012,0,2,10,1,0,0,0,0,0
2013,11074812,3,3,0,0,2,1,2013,0,1,1,2,0,17,0,17,12
2013,11310095,3,3,-1,0,-1,1,2012,0,1,1,4,0,0,0,0,0
2013,11581953,1,1,4,0,3,0,2013,0,1,0,8,0,12,0,12,7
2013,11547551,0,8,11,0,3,1,1995,0,1,10,7,0,5,0,0,0
2012,10404330,10,5,12,0,0,1,2008,0,1,10,1,0,-1,0,12,12
2013,11046636,0,8,4,0,0,1,2005,0,1,10,1,0,4,0,12,12
2013,11133566,3,3,0,0,2,1,2003,0,1,1,4,0,5,0,13,0
2013,11807004,8,5,0,0,2,1,1979,0,2,0,7,0,-1,0,-1,0
2013,11559687,12,8,-1,0,-1,1,2013,0,1,10,1,0,0,0,0,0
2012,10303704,3,3,1,0,7,1,2011,0,1,1,8,0,17,0,20,12
2013,11100994,1,1,5,0,-1,0,2013,0,1,0,8,0,0,0,0,0
2012,10397819,15,1,0,0,1,0,2007,0,2,0,8,0,12,0,12,12
2013,11273589,3,3,0,0,1,1,2012,0,1,1,8,9,18,0,12,6
2013,11068787,17,11,2,0,0,0,2013,0,1,0,2,0,-1,0,0,0
2012,10921584,3,3,0,0,0,1,2007,0,1,1,8,0,0,0,0,0
2013,11334178,18,1,0,0,2,0,1993,0,2,0,8,0,14,0,-1,0
2012,10466217,5,5,-1,0,-1,1,2006,0,1,10,8,0,0,0,0,0
2013,11741254,17,11,0,0,2,0,2013,0,2,0,2,0,5,0,0,0
2013,11418329,15,0,0,0,3,1,2001,0,1,10,1,0,12,0,12,12
2013,11390949,18,1,3,0,1,0,1981,0,1,0,8,0,5,0,12,12
2013,11077343,1,1,7,0,0,0,2013,0,1,0,8,0,16,0,12,12
2013,11442607,0,8,0,0,2,1,2003,0,1,10,1,0,-1,0,0,7
2013,11771891,3,3,0,0,0,1,2013,0,1,1,6,0,-1,0,0,0
2012,10498943,-1,1,1,0,-1,0,2003,0,2,0,6,0,0,0,0,0
2012,10343909,0,0,0,0,3,1,2004,0,1,10,1,0,12,0,12,12
2012,10914271,3,12,0,0,1,1,2008,0,1,1,4,0,19,0,19,0
2012,10684797,4,6,1,0,5,1,2010,0,1,10,1,0,4,0,12,12
2013,11465677,3,3,3,0,3,1,2013,0,1,1,2,0,19,0,20,0
2013,11654410,12,8,1,0,1,1,2013,0,2,10,1,0,4,0,0,0
2013,11034134,10,5,0,0,3,1,2005,0,5,10,1,0,4,3,20,12
2012,10472782,1,1,10,0,3,0,2002,0,1,0,6,0,2,0,12,0
2012,10469722,3,3,-1,0,-1,1,2009,0,1,1,6,0,0,0,0,0
2012,10937893,-1,1,-1,0,-1,0,2002,0,1,0,7,0,0,0,0,0
2013,11196786,3,3,0,0,2,1,2011,0,1,1,2,9,15,0,12,12
2013,11034130,10,5,5,0,2,1,2005,0,5,10,1,0,10,0,12,0
2013,11406344,10,5,3,0,1,1,2006,0,1,10,1,0,20,0,10,7
2012,10365196,0,8,0,0,0,1,1995,0,3,10,7,3,20,0,12,6
2013,11219156,6,5,2,0,1,1,2006,0,2,12,7,0,0,0,0,0
2012,10455275,3,3,0,0,1,1,2007,0,1,1,7,0,12,0,12,12
2012,10544302,9,5,3,0,1,1,2004,0,2,0,7,0,17,9,18,0
2013,11615894,10,5,0,0,3,1,2000,0,1,10,1,0,5,0,4,0
2012,10711322,0,8,0,0,1,1,1999,0,1,10,1,9,11,0,12,6
2012,10625742,0,8,0,0,1,1,2004,0,1,10,1,0,-1,0,0,0
2012,10485214,3,3,0,0,1,1,1995,0,1,1,3,0,16,0,0,0
2013,11621640,1,1,8,0,3,0,2000,0,1,0,7,0,12,9,12,12
2012,10311319,8,5,0,0,2,1,1987,0,1,0,7,0,17,0,12,6
2012,10217129,4,4,4,0,2,1,2010,0,1,10,1,0,17,0,12,12
2013,11089301,3,3,3,0,0,1,1985,0,1,1,2,9,18,0,12,12
2013,11538445,3,3,0,0,2,1,2002,0,1,1,7,0,0,0,0,0
2012,10493577,3,3,0,0,1,1,2008,0,1,1,7,0,-1,0,12,12
2012,10699029,6,5,1,0,4,1,2011,0,1,12,3,0,0,0,0,0
2013,11630493,3,3,0,0,3,1,2008,0,1,1,8,0,-1,0,0,0
2012,10592064,5,5,0,0,2,1,2013,0,1,10,3,0,-1,0,0,0
2012,10503891,3,3,0,0,1,1,2007,0,1,1,3,9,11,0,12,12
2012,10245943,3,3,0,0,3,1,2004,0,1,1,4,0,13,0,14,15
2013,11423607,3,3,3,0,3,1,2008,0,1,1,9,0,5,0,12,12
2013,11402113,4,6,0,0,3,1,2011,0,16,10,1,0,13,0,0,0
2013,11088821,9,5,7,0,3,1,2003,0,2,12,6,0,16,0,12,12
2012,10654916,3,3,8,0,0,1,2006,0,1,1,9,0,0,0,0,0
2013,11038994,0,4,1,0,6,1,2009,0,1,10,1,0,4,0,12,0
2012,10440087,-1,1,5,0,0,0,2005,0,1,0,3,0,10,9,12,12
2013,11519330,15,13,0,0,0,1,2006,0,3,10,1,3,8,0,12,12
2012,10609111,18,1,12,0,2,0,2010,0,0,0,3,0,12,0,12,7
2013,11605063,3,3,7,0,0,1,1997,0,1,1,4,0,0,0,0,0
2013,11876572,3,3,1,0,2,23,2010,0,2,0,4,0,2,0,0,0
2012,10359779,3,3,2,0,1,1,2008,0,1,1,4,0,12,0,12,12
2012,10760545,19,4,0,0,1,1,2003,0,2,10,1,0,5,0,12,0
2012,10562790,3,3,0,0,1,1,2009,0,1,1,3,0,12,0,0,0
2013,11480699,10,5,0,0,1,1,2005,0,1,10,1,0,0,0,0,0
2013,11414776,3,3,0,0,3,1,2008,0,1,1,4,0,1,0,12,6
2012,10813475,3,3,0,0,0,1,2007,0,1,1,4,0,-1,0,0,0
2012,11058311,10,4,0,0,1,1,2008,0,2,10,1,0,0,0,0,0
2012,10361733,9,5,3,0,2,1,2005,0,1,0,7,0,12,0,12,12
2012,10743018,-1,1,0,0,3,0,2003,0,1,0,3,0,12,9,11,0
2013,11421438,4,6,4,0,3,1,2013,0,1,10,2,9,18,0,12,12
2013,10813692,11,16,0,0,1,1,2010,0,1,10,1,0,12,9,11,12
2012,10348185,3,3,0,0,0,1,2009,0,1,1,6,0,17,0,18,12
2012,10588061,4,4,0,0,3,1,2010,0,1,10,5,0,0,0,0,0
2012,9974068,10,4,0,0,2,1,2005,0,1,10,1,0,12,0,12,12
2012,10146898,3,3,12,0,2,1,2007,0,1,1,2,0,17,0,12,12
2012,10778768,11,8,0,0,1,1,2006,0,1,10,1,0,0,0,0,0
2013,11475377,3,3,2,0,1,1,2008,0,1,1,5,0,12,0,12,12
2012,10736485,3,3,0,0,2,1,2010,0,1,1,3,0,4,0,0,0
2013,11462703,1,1,3,0,5,0,2000,0,1,0,4,0,14,0,12,12
2013,11010003,8,5,13,0,2,1,2010,0,1,10,4,0,0,0,0,0
2013,11538087,3,3,0,0,1,1,2010,0,2,1,8,0,4,0,2,0
2012,10561881,10,5,0,0,2,1,1997,0,9,10,1,0,12,0,12,12
2013,10800757,9,5,0,0,0,1,2007,0,1,12,3,0,-1,0,-1,0
2012,10876290,3,3,0,0,0,1,2007,0,1,1,9,0,4,0,5,0
2012,10739911,3,3,0,0,1,1,2012,0,1,1,8,0,0,0,0,0
2013,11249816,5,5,3,0,2,1,1997,0,1,10,4,0,0,0,0,0
2012,10582587,13,8,11,0,0,1,2002,0,2,10,1,0,16,0,0,0
2012,10393073,10,5,-1,0,-1,1,2002,0,8,10,1,0,0,0,0,0
2012,10859359,3,3,9,0,1,1,2009,0,2,1,4,0,14,0,0,0
2013,11590555,4,6,0,0,1,1,2011,0,1,10,5,0,0,0,4,0
2013,11391346,10,5,0,0,2,1,2006,0,1,10,1,0,12,0,12,12
2013,11149769,13,4,8,0,1,1,2008,0,1,10,1,0,20,0,12,12
2013,11386628,3,3,0,0,3,1,2012,0,2,1,3,0,19,0,0,0
2012,10919650,4,6,3,0,1,1,2011,0,1,10,1,0,-1,0,0,0
2012,10644156,2,1,7,0,3,0,2002,0,1,0,3,0,5,0,14,12
2012,10541929,10,5,9,0,1,1,1999,0,1,10,1,0,4,0,0,12
2013,11170279,5,5,3,0,7,1,2000,0,2,10,3,0,5,0,12,12
2013,11402785,3,3,0,0,0,1,2010,0,1,1,6,0,16,0,0,0
2012,10442535,10,5,0,0,0,1,2006,0,3,10,1,0,12,0,12,12
2012,10823631,13,8,0,0,1,1,2000,0,1,10,1,0,13,0,0,0
2012,10546356,14,14,0,0,3,1,2004,0,1,1,9,0,13,0,12,6
2012,10751645,0,8,5,0,-1,1,2004,0,1,10,1,0,0,0,0,0
2013,11114151,0,0,6,0,2,1,2010,0,1,10,1,0,12,0,12,15
2013,11771409,3,3,0,0,2,1,2012,0,1,1,8,0,0,0,0,0
2012,11020525,-1,1,0,0,1,0,1995,0,1,0,8,0,-1,0,0,0
2013,11158039,15,4,0,0,1,1,2000,0,3,10,1,0,12,0,12,12
2012,10558741,3,3,0,0,0,1,2001,0,2,1,2,0,17,0,0,0
2012,10306922,6,5,4,0,3,1,2007,0,1,12,3,0,0,0,0,0
2012,11017186,8,5,5,0,1,1,2007,0,1,10,5,0,10,0,1,0
2013,10989023,10,1,0,0,0,0,2009,0,1,0,4,9,11,0,12,12
2012,10583430,4,6,3,0,5,1,2011,0,1,10,1,0,-1,0,0,0
2013,12037465,3,3,0,0,3,1,2012,0,1,1,2,0,-1,0,12,0
2012,10560431,8,5,0,0,2,1,2006,0,2,12,6,0,2,0,0,0
2013,10881910,0,4,0,0,1,1,2010,0,2,10,1,0,1,0,12,12
2012,10249146,0,8,10,0,0,1,1999,0,1,10,1,0,2,0,12,12
2012,10550684,3,3,0,0,0,1,2012,0,1,1,2,0,19,0,0,0
2013,11136991,3,3,-1,0,-1,1,2007,0,1,1,8,0,0,0,0,0
2012,10784058,0,8,2,0,2,1,2000,0,1,10,1,0,12,0,12,12
2013,11869963,-1,1,0,0,0,0,1998,0,1,0,1,0,0,0,0,0
2012,10855246,10,5,0,0,0,1,1999,0,2,10,1,0,13,0,5,0
2013,11058971,9,5,5,0,1,1,2006,0,1,10,4,0,0,0,0,0
2013,11298838,10,5,3,0,2,1,1998,0,1,10,1,0,20,0,5,12
2012,10736558,13,8,0,0,3,2,2004,0,2,10,1,0,0,0,0,0
2013,11246727,3,3,0,0,0,1,2012,0,1,1,8,0,-1,0,0,0
2012,10741327,3,3,0,0,0,1,2010,0,1,1,8,0,0,0,0,0
2013,11341624,3,3,0,0,0,1,2009,0,1,1,3,0,12,0,12,12
2013,11422364,10,5,0,0,1,1,2006,0,1,10,1,0,12,0,12,12
2012,10365833,3,3,0,0,0,1,2007,0,1,1,8,9,15,0,0,0
2013,11963795,10,5,5,0,0,1,2001,0,1,10,1,0,10,0,0,0
2013,11268456,10,13,0,0,1,1,2010,0,5,10,5,9,11,0,12,12
2012,10079214,0,0,0,0,3,1,2002,0,2,10,1,0,2,0,12,12
2012,10625188,4,6,4,0,0,1,2011,0,3,10,1,0,0,0,0,0
2013,11799263,3,3,0,0,3,1,1965,0,1,1,8,0,0,0,0,0
2013,11205709,8,5,-1,0,-1,1,2012,0,1,12,3,0,0,0,0,0
2013,11741484,9,5,0,0,0,23,2013,0,1,0,1,0,0,0,0,0
2012,10314170,3,3,0,0,2,1,2003,0,1,1,3,0,1,0,12,12
2012,10307606,10,5,3,0,1,1,2010,0,1,10,1,0,0,0,16,12
2012,10362952,8,5,0,0,2,1,2004,0,1,12,3,0,13,0,1,0
2012,10747974,3,3,0,0,0,1,2009,0,1,1,8,0,0,0,0,0
2012,10782372,3,3,0,0,3,1,1993,0,1,1,2,0,0,0,0,0
2013,11656316,4,6,0,0,0,1,2009,0,1,10,1,0,0,0,0,0
2013,11076953,3,3,0,0,0,1,2008,0,1,1,4,3,20,0,12,12
2013,12096356,11,5,0,0,1,1,1998,0,2,10,1,3,1,0,0,0
2013,11104922,3,3,0,0,3,1,2009,0,1,1,4,0,14,0,12,12
2013,10900356,4,6,2,0,3,1,2010,0,8,10,1,0,12,0,12,7
2012,10444571,3,3,0,0,2,1,2007,0,1,1,2,0,12,0,12,20
2013,10931184,0,0,5,0,1,1,2004,0,1,10,1,0,10,0,12,12
2012,10770063,8,5,0,0,2,1,2002,0,1,12,6,0,12,0,12,0
2013,11664418,3,3,0,0,3,1,2009,0,1,1,6,0,-1,0,0,0
2013,11159600,4,6,5,0,5,1,2011,0,1,10,2,9,12,0,10,12
2012,10542113,9,5,3,0,3,1,2005,0,1,0,7,0,5,0,0,12
2013,11260497,9,14,3,0,2,1,2012,0,2,12,3,0,0,0,0,0
2012,10434809,0,8,11,0,3,1,2008,0,1,10,1,0,1,0,12,20
2013,11593307,11,16,3,0,2,1,2012,0,1,10,1,0,0,0,0,0
2012,10810128,13,8,5,0,3,1,2004,0,1,10,1,0,4,0,0,0
2013,11197377,3,3,0,0,1,1,1985,0,1,1,2,0,12,0,12,15
2013,11160554,3,3,0,0,0,1,2008,0,1,1,5,3,20,0,12,12
2012,10534823,9,5,0,0,0,1,2007,0,2,0,7,0,1,0,12,7
2013,11439176,7,2,4,0,3,1,2009,0,1,1,4,0,2,0,0,0
2012,10367358,0,5,0,0,1,1,1999,0,4,10,7,0,2,3,8,12
2012,10489189,3,3,-1,0,-1,1,2007,0,1,1,9,0,0,0,0,0
2013,11580811,0,1,6,0,3,0,2004,0,0,0,5,0,12,0,12,12
2013,11704775,3,3,0,0,0,1,2013,0,1,1,4,0,-1,0,0,0
2013,11216049,7,12,0,0,1,1,2012,0,1,1,2,0,0,0,0,0
2012,10535701,-1,1,0,0,1,0,2000,0,2,0,8,9,11,0,12,12
2013,11657237,0,0,1,0,1,1,2010,0,1,10,1,0,10,0,12,0
2012,10820762,3,3,-1,0,-1,1,2011,0,1,1,8,0,0,0,0,0
2012,10321744,3,3,0,0,1,1,2012,0,1,1,6,0,12,0,12,12
2013,11621199,10,5,16,0,1,1,2003,0,1,10,1,0,16,0,12,12
2012,10410824,15,4,5,0,1,1,2011,0,1,10,1,0,4,0,10,12
2013,11329005,1,1,0,0,3,0,2008,0,1,0,5,0,12,0,12,12
2012,10558913,10,16,9,0,2,1,2010,0,2,10,1,0,14,0,0,0
2012,10263087,11,4,5,0,6,1,2007,0,1,10,1,0,10,0,12,12
2013,10886895,14,14,3,0,4,1,2007,0,1,1,9,0,5,0,12,12
2013,11180971,0,8,0,0,1,1,2002,0,1,10,1,0,4,0,2,12
2013,11906616,0,13,3,0,2,1,2008,0,2,10,1,0,4,0,5,0
2013,11600887,0,0,0,0,1,1,1999,0,1,10,1,0,5,0,5,12
2013,11157513,0,1,0,0,6,0,1998,0,2,0,1,0,4,0,12,12
2012,10627478,13,4,4,0,2,1,2008,0,2,10,1,0,12,0,12,12
2012,10376682,-1,1,-1,0,-1,0,2010,0,3,0,1,0,0,0,0,0
2013,11423468,3,3,0,0,3,1,2008,0,1,1,2,0,12,0,12,12
2012,10697326,3,3,0,0,0,1,1995,0,1,1,3,0,-1,0,12,12
2013,11821398,1,1,2,0,1,0,2013,0,7,0,7,0,12,0,12,12
2013,11254645,3,3,0,0,0,1,2006,0,1,1,8,0,5,0,16,0
2013,11250300,7,12,0,0,2,1,2009,0,1,1,4,0,16,0,0,0
2012,10239652,0,0,11,0,0,1,2001,0,2,10,1,0,1,0,16,15
2013,11169103,3,3,-1,0,4,1,2008,0,1,1,5,0,-1,0,12,12
2012,10559541,-1,1,0,0,1,0,2003,0,1,0,5,0,12,0,12,0
2013,11767548,0,8,9,0,2,1,2013,0,4,10,1,0,1,0,12,12
2012,10718659,3,3,0,0,3,1,2003,0,1,1,9,0,-1,0,0,0
2013,11366396,10,5,0,0,0,1,2003,0,2,10,1,0,12,0,12,12
2013,10852590,13,8,4,0,0,1,2012,0,1,10,1,0,12,0,12,12
2013,11182266,11,8,3,0,2,1,2003,0,1,10,1,9,12,0,-1,0
2012,10222757,3,3,0,0,1,1,2005,0,1,1,9,0,1,9,18,0
2012,10326637,17,11,0,0,0,0,2012,0,2,0,1,0,12,0,12,12
2013,11366143,10,1,11,0,2,0,2004,0,5,0,4,0,12,0,5,0
2013,11245523,3,3,1,0,4,1,2006,0,1,1,9,0,16,0,12,12
2012,10187023,9,5,0,0,0,1,2004,0,1,0,7,0,14,0,17,12
2012,10599586,6,5,13,0,5,1,2008,0,1,10,4,0,19,0,14,0
2012,10075390,8,5,0,0,1,1,2007,0,1,10,4,0,12,0,12,15
2012,10483781,4,6,0,0,3,1,2010,0,2,10,1,0,1,0,12,12
2013,11161082,15,8,2,0,0,1,1998,0,1,10,1,0,2,0,12,7
2013,12148139,10,5,0,0,1,1,1998,0,3,10,1,0,19,0,0,0
2013,11880757,7,12,0,0,2,1,2013,0,1,1,5,0,-1,0,0,0
2012,11153655,10,5,3,0,2,1,2008,0,1,10,1,0,14,0,0,0
2013,11459223,15,8,0,0,0,1,2013,0,2,10,1,0,2,0,0,0
2013,11521328,9,5,4,0,0,1,2007,0,1,0,7,0,2,0,12,12
2012,10963767,5,5,8,0,0,1,2006,0,1,10,3,0,4,3,8,0
2012,10223031,9,5,1,0,6,1,2004,0,1,0,7,0,12,0,12,12
2012,10614260,12,8,0,0,0,1,2008,0,1,10,1,0,14,0,12,12
2013,11234997,3,3,0,0,3,1,2007,0,1,1,3,0,1,0,12,12
2012,10558347,15,8,2,0,1,1,2005,0,1,10,1,0,0,0,0,0
2012,10244216,3,3,0,0,2,1,2006,0,1,1,9,0,12,0,12,12
2013,11500986,3,3,0,0,0,1,2011,0,2,1,5,0,14,0,0,0
2013,12149563,3,3,2,0,1,1,2009,0,1,1,4,0,0,0,0,0
2012,10131236,17,11,0,0,7,0,2007,0,1,0,7,0,19,0,-1,-1
2012,10215831,11,0,0,0,3,1,2006,0,1,10,1,0,12,0,12,12
2013,11225828,0,5,7,0,5,1,2004,0,1,10,7,9,11,0,16,7
2012,9997477,4,6,5,0,7,1,2011,0,5,10,2,0,4,0,12,12
2012,10132479,3,3,3,0,0,1,1994,0,1,1,2,0,20,0,12,20
2013,11306368,15,1,5,0,1,0,2006,0,1,0,5,0,10,0,12,12
2013,11654531,3,3,-1,0,-1,1,2013,0,1,1,8,0,0,0,0,0
2012,10619767,0,8,4,0,0,1,2003,0,2,10,1,0,12,0,12,12
2012,10344672,0,0,3,0,3,1,2003,0,1,10,1,0,4,0,12,12
2012,10060401,0,0,0,0,2,1,1999,0,2,10,1,0,5,0,12,12
2012,10472746,15,8,3,0,7,1,2000,0,1,10,1,0,5,9,12,12
2012,10632865,4,6,3,0,7,1,2010,0,1,10,1,0,5,0,0,0
2012,10044409,15,0,0,0,3,1,2012,0,1,10,1,0,12,0,12,12
2012,10319724,3,3,0,0,2,1,2009,0,1,1,8,9,11,0,12,0
2012,10137989,3,3,0,0,2,1,2007,0,1,1,5,0,1,0,0,0
2013,11113253,3,3,0,0,2,1,2009,0,1,1,5,0,12,0,12,12
2013,10945449,15,1,6,0,1,0,2011,0,0,0,0,0,12,0,12,15
2013,11416675,0,8,10,0,3,1,2006,0,2,10,1,0,2,0,4,0
2012,10454907,0,4,0,0,3,1,2009,0,1,10,1,0,4,0,12,12
2013,11335854,3,3,-1,0,-1,1,2001,0,1,1,9,0,0,0,0,0
2013,11242640,5,5,-1,0,-1,1,2014,0,1,10,3,0,0,0,0,0
2012,10503042,9,5,0,0,3,1,2004,0,1,0,7,9,11,0,12,6
2012,10736166,-1,1,0,0,1,0,1999,0,2,0,7,3,1,0,0,0
2012,10516609,13,8,6,0,2,1,2000,0,0,10,1,0,12,0,12,12
2013,10932845,18,1,0,0,1,0,2008,0,1,0,0,0,4,0,0,0
2012,10767417,18,1,2,0,1,0,2013,0,1,0,2,0,-1,0,-1,0
2012,10268579,11,0,0,0,1,1,2012,0,1,10,1,0,12,0,12,12
2013,10979664,10,13,2,0,2,1,2006,0,1,10,1,0,12,0,12,12
2013,10792084,10,5,4,0,3,1,2008,0,1,10,1,0,12,0,12,12
2013,11227510,0,8,0,0,-1,1,2004,0,1,10,1,0,0,0,0,0
2013,11296587,8,5,0,0,0,1,1988,0,1,12,8,0,1,0,12,12
2012,10727418,9,5,0,0,2,1,2003,0,1,12,4,0,0,0,0,0
2013,11643150,10,5,-1,0,-1,1,2003,0,1,10,1,0,0,0,0,0
2012,10279507,3,3,0,0,2,1,2005,0,1,1,2,0,13,0,5,0
2012,10780360,4,8,0,0,2,1,2007,0,5,10,1,0,12,0,12,12
2013,11432550,18,1,1,0,2,0,2006,0,2,0,0,3,7,0,12,12
2012,10770256,9,5,2,0,2,1,2012,0,1,12,1,0,2,0,0,0
2013,11170455,8,5,0,0,0,1,2003,0,1,12,1,0,12,0,12,12
2013,11237675,9,5,11,0,1,1,2005,0,1,0,7,0,1,0,12,12
2012,10265247,10,6,1,0,7,1,2006,0,1,10,1,0,12,0,12,12
2012,10978429,9,5,0,0,1,1,1998,0,1,12,4,0,19,0,-1,0
2013,11288555,4,4,3,0,6,1,2013,0,1,10,1,0,5,0,12,12
2013,11299606,3,3,0,0,3,1,2008,0,2,1,9,0,19,0,1,12
2012,10859231,4,6,0,0,0,1,2011,0,11,10,1,0,0,0,0,0
2012,10649159,4,4,4,0,3,4,2004,0,1,0,1,9,18,0,12,12
2012,10746026,0,8,13,0,3,1,1999,0,1,10,1,0,-1,0,0,6
2013,11530887,3,3,0,0,0,1,2005,0,1,1,1,0,0,0,5,0
2013,11460561,10,1,0,0,7,0,2003,0,1,0,1,9,11,0,12,12
2012,10097610,4,4,2,0,2,1,2010,0,2,10,1,0,12,0,12,12
2013,11304078,3,3,0,0,2,1,1990,0,1,1,4,3,8,0,0,0
2013,11673080,15,8,0,0,3,1,2013,0,1,10,1,0,0,0,0,0
2013,11542882,0,8,0,0,2,1,2006,0,2,10,1,0,12,0,12,12
2012,10769248,2,1,1,0,5,0,1996,0,1,0,1,0,20,0,16,12
2013,11243016,15,1,7,0,0,0,1999,0,1,0,2,0,14,0,12,12
2013,11300266,3,3,3,0,-1,1,1990,0,1,1,4,3,8,0,0,0
2012,10295499,0,4,0,0,2,1,2006,0,1,10,1,0,12,0,12,6
2013,11347127,5,5,-1,0,-1,1,2006,0,1,10,1,0,0,0,0,0
2013,12127947,7,2,0,0,1,1,2001,0,1,1,4,0,0,0,14,0
2013,11218439,13,8,10,0,1,1,2004,0,1,10,1,0,12,0,12,7
2012,10568281,3,3,0,0,6,1,2002,0,1,1,4,0,17,0,0,15
2013,11435269,17,11,2,0,3,0,2011,0,1,0,1,0,12,0,12,12
2013,12113395,0,8,3,0,2,1,1999,0,1,10,7,0,4,9,12,12
2012,11278565,3,3,-1,0,-1,1,2008,0,1,1,9,0,0,0,0,0
2012,10195777,8,5,0,0,0,1,2008,0,1,10,4,0,4,0,12,12
2013,11822012,9,5,0,0,1,1,2007,0,1,0,7,0,12,0,0,0
